difficulty,question,answers,related,random
6,assiduous,"dilligent, indefatigable, tireless, diligent","broad-minded, open-mind, devotion, fair-mindedness, extensive, well-schooled, well-doing, intrepid, good-humor, unstinting","luxurious, pimary, diligent, bruise, ecological, scurry, stupendous, outproduce, uncynical, lookign"
4,assimilate,"adapt, systematize, naturalize, absorb, internalize, unassimilated, ingest, homogenize, imbibe","evaluate, americanize, apply, reify, de-motivate, negate, infiltrate, conciliate, bureaucratize, replicate","remmber, enunciate, intuitionist, reasearched, necessary, point, intimidated, friendship, transitory, hightened"
5,assimilate,"adapt, systematize, naturalize, absorb, internalize, unassimilated, ingest, homogenize, imbibe","evaluate, americanize, apply, reify, de-motivate, negate, infiltrate, conciliate, bureaucratize, replicate","entrepreneurialism, pursuaded, remarkability, townspeople, anticipatory, chimerical, crtical, commmercial, sleepy, supsect"
2,assist,"help, serve, enable, aid, encourage, attend, facilitate, helping, aided, aiding, advise, helps","check-mate, support-group, superintend, orient, propitiate, spearhead, enables, up-start, vacuum-assisted, funtioning","frustrated, selfreference, epitomize, sadly, militants, incriminates, deniable, abjure, impetuosity, reiable"
4,assumption,"belief, supposal, presumptions, premise, effrontery, implicit, premiss, presumptuousness, inference","predications, correllation, over-estimates, implicature, inherency, model-dependent, specularity, non-question, defininition, true","biospheres, familar, profuse, inappropriate, guerilla, grip, commander, restrospective, behing, incite"
6,astute,"perceptive, erudite, clever, savvy, sharp, insightful, skilful, sagacious, shrewd, canny","outspoken, ambitious, well-experienced, supersmart, gutsy, passionate, cocksure, deep-thinking, eruditely, cleverer","idential, chucklehead, ferocious, poise, meritless, slackens, lateral, disolve, year, intransigent"
6,asylum,"sanctuary, refugee, refugees, institution, immigration, psychiatric, refuge","reeducation, refugees., reeducation-through-labor, institutionalisation, inadmissibility, social-security, safe-passage, hellhole, reinstitution, post-hospitalization","coincident, administrater, incisive, fatuousness, agrees, descriptional, squelched, introduce, wikicommunity, destroy"
1,attention,"focus, interest, focused, aid, tending, focussing, prominence, scrutiny, spotlight, care","pertinence, bringing, apprehensiveness, direct, concentrate, reation, imaginativeness, response, participation, concentrating","pious, modulate, covergae, enflames, pitmaster, advocative, demilitarise, preciosity, unappropriate, cheering"
2,attract,"appeal, repel, excite, garner, generate, captivate, draw, inspire, retain, pull, motivate, lure, entice","rile, professionalise, upsell, sensitise, coopt, reinvigorate, rub-off, misdirect, increase, prevent","unworried, gracefulness, institutionalisation, restriction, follower, dismission, iguess, induce, inviable, stepsize"
4,attribute,"property, ascribes, ascription, misattributes, ascribed, ascribe, assign, dimension","highlight, implie, mixure, fount, mis-represent, factorise, inherant, visiblity, quote, linkify","unsurprised, involutional, inflate, unspoilt, institutionalisation, resistless, grin, trustable, rebellions, unncecessary"
5,attribute,"property, ascribes, ascription, misattributes, ascribed, ascribe, assign, dimension","highlight, implie, mixure, fount, mis-represent, factorise, inherant, visiblity, quote, linkify","cutpoint, detract, fullsome, reactivated, relation, weep, feedyard, analyze, inherant, displeased"
4,audacious,"fearless, brazen, daring, extravagant, hardy, bold, boldest, brilliant, brave, brassy, barefaced, insolent, venturesome, impudent, dauntless, intrepid, unfearing","exhilarating, playful, self-assertive, unabashed, bombastic, heavy-handed, opportunistic, unclever, adventuresome, offbeat","debater, sensitive, passionate, credibility, practise, detesting, rapprochement, unpoetic, reconfirm, agree"
5,augment,"amplify, enhance, improve, diminish, enrich, expand, strengthen, bolster","produce, re-expand, reconceive, dampen, magnify, complementing, universalize, reinstate, reequip, potentiate","acquiescence, fully, amorphous, unsanctioned, gleaned, unintuitive, consulted, undoable, reguard, indulgently"
4,authentic,"genuine, reliable, credible, unauthenticated, inauthenticity, veritable, unquestionable","non-ritual, flavorful, sophisticated, self-ironic, idential, creditable, honest, soulful, honest-to-god, ethically-sourced","threatened, intransigent, upheaval, purgation, bedlam, its, trisecting, tranclude, reasearcher, impracticality"
5,authentic,"genuine, reliable, credible, unauthenticated, inauthenticity, veritable, unquestionable","non-ritual, flavorful, sophisticated, self-ironic, idential, creditable, honest, soulful, honest-to-god, ethically-sourced","reconceive, amplitude, posterization, shellshocked, discontinue, friendly, breed, endorsed, fortify, vigourous"
6,authoritarian,"dictatorial, repressive, overbearing, tyrannic, dictator, tyrannical, despotic","state-control, liberatarian, leftist, hegemonistic, neo-communist, hierarchical, draconian, anti-communist, puritanical, egalitarian","suggest, reivew, quandaries, mellifluous, lightness, axiomatic, muttering, depicting, similary, normall"
4,authority,"dominance, legitimacy, agency, primacy, office, jurisdiction, prerogative, confidence, sureness, bureau, discretion, assurance, sanction, potency, power","discretional, officialise, administrability, sub-delegation, correspondency, administrator, gence, confirmability, dimunition, power-holders","pragmatic, scences, delaminate, detriments, subtle, remunerate, valuative, petulance, unrepented, intrusive"
2,automatically,"instantly, immmediately, easily, immediately","popularily, discontinuously, electronically, legitimatly, programmatically, stricktly, unintentionally, receptively, always, explicitly","feeble, expressionist, downplays, plentifully, coziness, denote, seeing, superintend, usefulness, sadness"
6,aversion,"loathing, hostility, repugnance, fear, antipathy, indifference, distaste, propensity","impatience, affectional, uneasiness, non-comprehension, obstinancy, inconstancy, malignity, rancour, negativity, habituation","interest, predications, satisify, characterize, optimize, unheroic, passiveness, supporter, eat, fortuitous"
4,avid,"enthusiast, diehard, enthusiastic, admirer, fervent, greedy, devouring, ardent, devout, inveterate, zealous, esurient, aficionado","technophiles, prolific, hobbiest, fun-seeking, hawk-eyed, bespectacled, civic-minded, erudite, jaded, art-loving","plentitude, nicest, reoccurred, infringements, used, negociate, publicize, imprudent, gentle, debater"
1,avoid,"minimalize, minimize, quash, invalidate, discourage, prevent, obviate, forefend, forfend, minimise, annul, deflect, reduce, minimalise, preclude, eliminate, avert, nullify, debar","dis-respect, overextend, introduce, simplify, forget, muddle-through, facilitate, pre-empt, restabilize, stratergy","nature, blockings, retrun, verbatim, predispose, noncontingent, infuriatingly, prodemocracy, inhospitable, unnecessary"
2,avoid,"minimalize, minimize, quash, invalidate, discourage, prevent, obviate, forefend, forfend, minimise, annul, deflect, reduce, minimalise, preclude, eliminate, avert, nullify, debar","dis-respect, overextend, introduce, simplify, forget, muddle-through, facilitate, pre-empt, restabilize, stratergy","axiological, disolution, bloodied, catch, moralise, immoderate, justificatory, intents, prejudgement, humongous"
3,avoid,"minimalize, minimize, quash, invalidate, discourage, prevent, obviate, forefend, forfend, minimise, annul, deflect, reduce, minimalise, preclude, eliminate, avert, nullify, debar","dis-respect, overextend, introduce, simplify, forget, muddle-through, facilitate, pre-empt, restabilize, stratergy","presbytery, ransack, update, structure, reintegrating, pedagogical, suggest, embarras, indignant, nurture"
4,bamboozle,"befuddle, hoodwink, delude, outfox, bilk, snow, bewilder, hoodwinking, browbeat","flapdoodle, cognoscente, fooled, mollycoddle, motor-mouth, grift, nobble, slither, deludes, bogyman","extravagant, unfriendly, regard, publish, useles, thwart, trembly, awful, rewarding, advocative"
4,ban,"blackball, prohibition, shun, forbidding, ostracize, ostracise, BAN, censor, proscription, forbiddance","forbidding, censure, lift, sanctions-related, mandate, edict, rescinds, blockings, ruleing, block-free","climaxed, powerless, forced, unfeasible, happed, enlightened, submissive, recognize, blackguard, restful"
4,belligerent,"combatant, obnoxious, warring, militant, aggressive, fighter, scrapper, battler, unaggressive, hostile, combative, uncooperative","unobjective, short-tempered, resentful, nazi-like, non-co-operative, exhibitionistic, anti-royal, overly-aggressive, unsympathetic, warmonger","neednt, mesmerises, disinvited, programmatically, sardonic, generous, deferential, pedantic, proposal, traitor"
4,belligerent,"combatant, obnoxious, warring, militant, aggressive, fighter, scrapper, battler, unaggressive, hostile, combative, uncooperative","unobjective, short-tempered, resentful, nazi-like, non-co-operative, exhibitionistic, anti-royal, overly-aggressive, unsympathetic, warmonger","burble, residing, poltics, untoward, epiphenomenon, accommodate, shriek, elude, psychopathic, troubles"
5,belligerent,"combatant, obnoxious, warring, militant, aggressive, fighter, scrapper, battler, unaggressive, hostile, combative, uncooperative","unobjective, short-tempered, resentful, nazi-like, non-co-operative, exhibitionistic, anti-royal, overly-aggressive, unsympathetic, warmonger","nonsensical, complement, unbiased, bylines, assess, reported, hold, expansionist, elevate, require"
5,beneficial,"worthwhile, good, detrimental, advantageous, harmful, helpful, desirable, valuable, useful","interest-related, enevitable, praiseworthy, nonrelevant, non-successful, super-helpful, problematical, less-favorable, efficient, self-obvious","arguable, happenstance, overprotect, separate, damned, annecdotes, affability, spect, reprotect, bootless"
3,benefit,"advantage, disbenefits, detriments, detriment, gain, advantaging, outweights, welfare","cost-neutral, distaster, effectivness, efficieny, pervent, neccessitate, health-benefits, extra-help, leasure, excempt","ludicrous, century, regionality, horrific, habituation, apointment, cautiousness, frankness, valuative, repine"
6,benevolent,"merciful, sympathetic, charitable, freehearted, generous, compassionate, magnanimous, philanthropic, altruistic, eleemosynary, kindly, openhearted","fair-minded, man-like, all-wise, pacifistic, overbearing, indulgent, chivalrous, community-minded, disinterested, poweful","description, diversed, obedient, chunking, joyously, bluntness, monodrama, slight, abusive, desrves"
4,bewilder,"mystify, stupefy, nonplus, appall, exasperate, bemuse, perplex, beat, get, amaze, befuddle, puzzle, pose, astonish, dumbfound, confuse, unnerve, vex, throw, gravel, flummox, baffle, stick, discombobulate, befuddles","discomfiture, guileless, startle, unsnarl, frazzling, unconcernedly, ill-minded, unknowing, enrages, unskilful","charitable, portend, advisor, unimpressed, intercommunity, impacts, growing, already, complication, incease"
4,bewildered,"exasperated, mystify, baffled, stupefy, befuddled, nonplus, puzzled, bemuse, bemused, perplex, beat, get, mazed, amaze, puzzle, confused, pose, lost, flummoxed, dumbfounded, dumbfound, confounded, vex, stunned, throw, gravel, flummox, baffle, perplexed, stick, discombobulate","forlorn, fuddled, sheepish, peeved, befuddles, cringed, unsatisfied, unconvinced, sour-faced, unconfident","joyful, psychopathic, antagonistic, ineffectuality, illuminate, mimic, intensifies, dount, unquote, supercilious"
