difficulty,question,related,random,answers
6,cognizant,"could--and, self-advocate, bioware, psycologist, disaffirm, inveterately, unconcerned, conscient, inform, unacquainted","surprise, debauchery, congregated, intersect, arouse, disgaree, inherant, disagrees, tbey, nonforfeitable","apprised, aware"
5,cohesive,"highly-effective, radio-friendly, highly-structured, discrete, disharmonious, all-over-the-place, well-managed, rigorous, heterogeneous, succint","unappropriate, nontraumatic, breake, monumentalism, coddle, easiness, dying, tumult, totem, earn","solid, harmonious, unified"
5,collaborate,"regionalize, share, orchestrate, gather, constructively, synthesize, re-produce, re-associate, cross-refer, commercialize","guess, inobvious, noncredit, philospher, irresolute, current, aggressive, fantastical, fossilize, microdata","interact, engage, cooperatively"
1,comfortable,"untroubled, public-friendly, open-minded, consistent, satisfied, self-controlled, unpretentious, equanimous, thought-free, clean","identic, minimalised, rather, evasions, excavation, unamusing, obligatory, unredeemable, factorize, hardy","pleasant, snug"
4,commence,"call-over, continues, suspend, pre-announce, pre-completion, re-audit, abates, reqire, breake, subphase","fervent, uneeded, abolish, obervations, downhearted, senseless, rescue, suppport, functionalize, suppose","begin, start, initiate"
6,commiserate,"exeat, perve, out-and, honer, relater, hiney, appoligize, helpmeet, greet, loooove","hasty, compulsory, dauntless, disrespect, raptor, reqest, appear, apprise, theorist, snippit","sympathize, condole"
1,community,"indutry, inter-village, mini-industry, social-service, inter-church, society--and, gated-community, scoiety, sub-city, school-home","methodic, meet, jewel, quadratics, tiptoe, whooping, dump, modern, demarcate, coolness","group, clique"
2,compare,"infere, corroborate, exect, thake, systemize, collate, differenciate, avove, repond, over-analyse","hideous, aim, aggregious, substantional, eloquent, legibly, eason, gence, upgradability, regenerate","evaluate, assess, examine, analyse"
6,compassion,"self-dignity, humanitarianism, double-mindedness, mutuality, dedication, desperation, circumspection, faithfulness, perseverance, simple-mindedness","perked, unreadable, unfamiliar, attain, combatative, gaggle, funtioning, careless, bringing, blackmail","sympathy, kindliness"
4,compel,"frighten, goad, jusify, detain, exhilarate, bestir, produce, enjoins, inform, disempower","gurned, soothe, significative, homogenise, comraderie, remodeling, partnership., substative, check, epiblast","oblige, require"
4,competent,"professiona, hardworking, ill-equipped, unknowledgeable, well-enough, affable, impartial, conversant, cool-headed, clear-thinking","landmark, receive, extraordinary, jettison, perpetuation, arise, recommenced, explanative, years, impart","qualified, skilled, knowledgable"
5,comply,"dicate, accommodate, violated, stricktly, faild, officialize, re-state, reimpose, acquiesce, re-negotiate","intiate, bespectacled, inform, misdirect, dispersed, retrospectivity, necesarilly, notto, vehement, vegetate","adhere, follow, obey"
4,component,"package, system-of-systems, subteam, applicaton, partion, integration, subvariant, corelate, system-related, system-to-system","esoteric, hurtfull, panegyrical, tangibility, practical, obey, neighboring, dictatorship, destory, burn","portion, part"
3,compose,"conlude, functionalize, writing, relate, handwrite, reconstitute, re-arrange, mineralize, choreograph, repare","quiet, abhor, tells, portentious, purim, deacons, disempowerment, false, wafting, extinguish","frame, create"
6,composure,"sulkiness, smartness, swagger, bashfulness, activeness, silkiness, restraint, exuberance, posture, quietness","jurisdiction, anecdotal, ellicit, exposure, annecdotes, agreeance, abolish, unlcear, colatitude, instils","calmness, equanimity, serenity"
5,comprehensive,"more-detailed, quick-read, broad-coverage, thoroughly-researched, succcessful, well-planned, court-enforceable, methodic, well-supported, excellent","reeducate, bolden, rankle, realise, evolve, reexamines, reluctant, subtend, barren, uncanniness","thorough, detailed"
6,compromise,"neccessitate, proposal, rediscuss, disbalance, acceptibility, prevision, reforge, immunocompromise, counter-proposal, re-key","venture, churchly, analytic, unfussy, opinion, unviolated, waddled, predefine, trustful, seriouse","concilliatory, reconciliate"
6,conciliatory,"fair-minded, matter-of-fact, pragmatical, stridency, disputatious, peaceful, optimistic, self-assertive, hardline, personable","intuitive, fix, dishonest, exerpts, amusing, ancestory, persevering, noninformative, possibility, accomplish","compromising, flexible"
4,concise,"un-readable, straightforwards, well-rounded, legnthy, lengthy, refreshingly, in-depth, compendious, encyclopaedic, pov-neutral","gibe, excludable, unprocessable, discontinue, practicable, passioned, informative, hinderence, syllabics, lenient","succinct, pithy"
4,conclude,"exclude, supose, preliminarily, apolgize, essentialize, unthink, say--that, determined, surmises, procede","cholinergic, rambling, inexcusably, tell, stigmatize, methods, admits, abrubtly, personable, inﬂuence","surmise, agree, hypothesize"
1,conclusion,"close, expession, viewpoint, disconfirmation, argment, prejudgement, opinion--and, over-interpretation, predetermination, widely-agreed","deregulate, belligerence, commercialize, fract, halfhearted, censure, furtherance, choose, homogenous, fend","close, finale, finish"
4,conclusive,"evidence--, efficacious, well-thought, hypothesis-generating, demonstratable, precedential, obvious, authoratative, accurate, presumptous","rancour, missunderstand, freshening, privide, tribalism, jewels, cultural, clore, obsess, unnerve","unequivocal, irrefutable"
4,concur,"endorsed, submit, repeate, exaplain, beieve, missread, chastize, noted, respose, agregate","prefacing, stunningly, mutiny, presuppose, consquence, defamation, unsavvy, senseless, expunge, attcking","coincide, agree"
5,concurrent,"both, multi-machine, state-line, pre-programming, wrong-way, court-enforceable, multi-port, single-input, terminal-based, message-passing","irreplaceable, readdressing, cognoscente, wittiness, multimember, assumedly, relate, stepwise, ameliorations, detemine","multiple, coincidental, overlapping, simultaneous"
4,condemn,"forgive, denie, critizise, humilate, disbelieve, re-commit, penalise, demean, apoligize, disuade","extraordinarly, precise, split, commoditisation, stifling, objectivity, unnoteworthy, thwacked, conflate, follower","doom, denounce, sentence"
6,condescending,"snitty, denigratory, inconsiderate, self-effacing, insincere, blustering, clueless, comical, uncharitable, unhelpful","noncontentious, trounce, extrapolative, ventilate, fundamentalistic, owner, ineffective, tastless, massacre, tease","dismissive, arrogant, rude, patronizing"
6,conditional,"inessive, durational, noncausal, variational, non-deterministic, truth-conditions, non-grammatical, nondirectional, special-status, ultimative","uproar, huger, barbarism, assertain, tragically, rembered, analize, rationalistic, improve, misconceive","contingent, restrictive"
2,confirm,"re-state, repeate, crosscheck, reanalyse, prove., advise, dis-agree, validates, describe, certify","uninterest, revelance, advices, reaction, reaffirm, overanalyze, employer, philsophy, loudmouthed, intimidate","sustain, corroborate, substantiate"
4,confiscate,"criminalise, ill-gotten, protect, stealin, criminalize, legitimatize, forfeiture, de-stabilize, liberate, re-selling","doltish, temperamentally, implicite, bestir, unbeneficial, chucklehead, basical, blamelessly, beneficial, gorgeous","seize, impound"
3,conflict,"crisis-related, frought, crise, irreconcilable, skirmish, often-conflicting, battle-lines, ambivalence, belligerence, intra-party","mendacity, brutalize, distinct, coincide, subterfuge, authoritative, abreviations, definitiion, thwacked, programatically","battle, war, strife, fight"
6,conformist,"facsist, self-centred, non-realist, pro-establishment, complacent, meedja, incurious, arrogant, free-spirited, counter-cultural","clergies, criticizes, genius, technicity, convite, cure, fund, unskilful, unapparent, stop","follower, obedient"
4,confront,"capitulate, re-educate, problem, threatend, exorcise, ostracize, fend, re-act, castigate, brutalize","perpetrates, trite, finessed, nonindigenous, judiciousness, penname, build, side, tells, illicit","expose, face, challenge, overcome"
6,congregation,"churchwomen, flock, inter-denominational, deacons, episcopal, churchly, liturgy, clergies, meeting-houses, church-and-state","employer, wither, poorish, diametrical, carinate, slavishness, vunerable, genesis, safe, bemused","fold, flock, throng"
3,congruent,"socially-defined, similiarly, non-positive, non-differentiable, simply-connected, vertex-transitive, non-oriented, homeomorphic, aligned, similary","offended, assail, encounter, secretive, covergae, disinforming, dismission, interdiction, asssume, length","similar, coinsiding, confoming"
4,conjecture,"presumtion, corroborations, underdetermination, anecdotal, determinacy, erroneousness, specualtive, specula, semi-simple, dillemma","fuddled, cuss, postable, managament, tacit, rather, resilience, diehard, organize, sybaritic","guess, surmise"
1,connection,"relationship., cross-system, one-port, technicity, loop-back, intersite, linkability, causal, tenuous, disjuncture","trilemma, thwarting, sniffled, deplore, unfairness, shamefulness, exposure, anticipative, sexualize, obscure","link, relation, attachment"
4,connotation,"ascription, depreciative, over-usage, locution, etymological, loan-word, -meaning, etymologically, derogation, real-word","advised, unsanctioned, critical, discombobulation, complain, lowering, insightful, invention, enfeeble, massed"," meaning, suggestion"
4,conscientious,"intrepid, even-minded, self-responsible, trustful, cool-headed, modern-minded, internationally-minded, non-cynical, well-reasoned, prudent","dismission, usual, subcomponents, aggravates, playmaker, responsible, reallocating, absurdity, monarch, veristic","thoughtful, painstaking, dutiful, honest, diligent"
4,consecutive,"off-year, premier-class, eight-second, year-one, last, four-five, back-to, complete-game, sixth-longest, nine-season","aggress, retension, narcotics, opose, region, strap, already, elicit, cynical, flatcar","sequential, serial"
3,consequence,"paradigm-shift, epiphenomenon, lengthiness, infuriation, resposibility, inconsiderateness, reoccurrences, terrible, crowding-out, insomuch","dithyrambic, mindful, heighten, infringements, smuggling, aware, daring, strangle, bitter, disincentives","upshot, result, outcome"
3,consistent,"readible, authoritative, widespread, demonstrable, well-evidenced, meanigful, defficient, impassionate, similar, well-tested","handpicking, realise, pretences, substantional, persuaded, comfortability, unfair, whirly, dynamicity, selfdetermination","predictable, accurate, logical, steady"
5,constituent,"indivual, non-elective, council-, representitive, town-level, non-party, sub-federal, party-oriented, micro-party, pro-congress","insincere, wish, avoid, disembarks, dangerous, discredit, tarnish, limite, revoke, ridiculousness","portion, part"
